,href,Date,City,State,Country,Shape,Summary,Reported,Media,Explanation
279,https://nuforc.org//sighting/?id=178899,10/12/2023 23:40,Carrollton,TX,USA,Unknown,A blinding light shown down on my house even though there was no storm/ rain event. The light was blinding and illuminated my yard,,,
280,https://nuforc.org//sighting/?id=185625,10/12/2023 20:49,Maceió,Alagoas,Brazil,Fireball,A yellowish-orange ball was spotted along the entire coastline.,,Y,
281,https://nuforc.org//sighting/?id=178843,10/12/2023 20:35,Waynesfield,OH,USA,Triangle,"Huge, triangular craft, bright strobing lights down each side",,,
282,https://nuforc.org//sighting/?id=178720,10/09/2023 03:30,Idaho Falls,ID,USA,Triangle,"Orange lights in the sky with smooth but random movement that joined in formation to form a triangle, then accelerated away from us.",,,
283,https://nuforc.org//sighting/?id=178844,10/08/2023 19:37,Powell Butte,OR,USA,Disk,Large disk,,,
284,https://nuforc.org//sighting/?id=187358,10/08/2023 14:41,Marshall,WI,USA,Rectangle,"Copper rectangle apparently 10ft x 4ft x4ft , less than 600 yards away, broad daylight",,Y,
285,https://nuforc.org//sighting/?id=178742,10/07/2023 21:10,Springfield,OR,USA,Chevron,12 or more dim lights in a perfect chevron or boomerang shape,,,
286,https://nuforc.org//sighting/?id=178820,10/06/2023 23:03,Brighton,MO,USA,Triangle,Three brilliantly white Lights hovering in the sky,,,
287,https://nuforc.org//sighting/?id=178700,10/06/2023 05:10,Worthing,England,United Kingdom,Unknown,Alien like figures in my flat,,,
288,https://nuforc.org//sighting/?id=178827,10/05/2023 23:00,Chicago,IL,USA,Light,Lights maneuvering rapidly at extreme altitude,,,
289,https://nuforc.org//sighting/?id=178768,10/05/2023 22:31,Parker,CO,USA,Cylinder,"It was orange object it was massive, it looked similar to a plane but definitely not a plane, it had a giant sphere in the middle.",,,
290,https://nuforc.org//sighting/?id=178947,10/05/2023 22:30,Chattanooga,TN,USA,Triangle,Triangle shaped object glowing green along the edges sighted for approx 15sec before vision being blocked by buildings.,,,
291,https://nuforc.org//sighting/?id=178692,10/05/2023 22:10,West Kelowna,BC,Canada,Chevron,Slow moving lower altitude substantial craft appearing to bend light around it,,,
292,https://nuforc.org//sighting/?id=178697,10/05/2023 20:00,Bridgeport,IL,USA,Disk,Large apparently disk shipped object moving in circular motion about 75-150 feet in the air.,,,
293,https://nuforc.org//sighting/?id=178706,10/05/2023 11:25,Grand Canyon,AZ,USA,Cigar,White cigar shaped traveling from north east to southwest straight line absolutely no sound,,,
294,https://nuforc.org//sighting/?id=178732,10/05/2023 01:46,Homosassa,FL,USA,Changing,"We saw a giant red, motionless comet. We ran towards it, and noticed it was a vertical rectangle, tapered back to a point",,,
295,https://nuforc.org//sighting/?id=178713,10/04/2023 21:35,Mineral Wells,TX,USA,Changing,"Stationary shape changing flying object, no noise.",,Y,
296,https://nuforc.org//sighting/?id=178712,10/04/2023 18:32,Los Angeles,CA,USA,Sphere,A plane was flying by and I noticed 3 black spheres circling it as it flew by eventually the spheres went on their own path.,,,
297,https://nuforc.org//sighting/?id=178702,10/03/2023 02:50,Boston,MA,USA,Circle,Airline pilot - Lights high in sky ahead and above coming in and out,,Y,
298,https://nuforc.org//sighting/?id=178525,10/02/2023 22:21,No city on highway,WA,USA,Egg,Followed/stalked by floating egg ( yes I'm aware of how that sounds ),,Y,
299,https://nuforc.org//sighting/?id=178546,10/02/2023 16:04,Fair Oaks,CA,USA,Unknown,60+ white dots flying in circles and undulated paths appeared from the blue sky and after 4+ minutes vanished in the blue sky again.,,,
300,https://nuforc.org//sighting/?id=178606,10/01/2023 19:30,Vancouver,WA,USA,Orb,"2 then 3 red orbs, equally spaced in a line, motionless for over an hour, then individually disappeared and reappeared for another hour",,Y,
301,https://nuforc.org//sighting/?id=178646,09/30/2023 21:45,Rapid City,SD,USA,Chevron,Large Boomerang shape UFO with no lights flew over our house,,,
302,,,,,,,,,,
303,https://nuforc.org//sighting/?id=178636,09/30/2023 19:28,Pasadena,MD,USA,Light,Driving in my neighborhood I saw bright circular lights over the houses. They began to make formations and slowly dim away one by one,,Y,Flares?
304,https://nuforc.org//sighting/?id=178654,09/30/2023 14:50,Clyde,NC,USA,Rectangle,Me and my family saw a large rectangular reflective craft above our house for about 20-30 seconds.,,,
305,https://nuforc.org//sighting/?id=178484,09/28/2023 20:50,Folsom/El Dorado Hills,CA,USA,Orb,Orange orb chased away by airplanes,,,
306,https://nuforc.org//sighting/?id=178563,09/28/2023 12:15,Butte,MT,USA,Cube,Cube shaped item w no visible propulsion means. Followed shortly thereafter by three jets,,,
307,https://nuforc.org//sighting/?id=178504,09/25/2023 07:15,Killiney Bay,,Ireland,Light,Ball of glowing light slowly circulating the water before immediately submerging.,,,
308,https://nuforc.org//sighting/?id=178647,09/24/2023 21:05,Centralia,IL,USA,Disk,Lights on a oval/disk craft with rotation,,,
309,https://nuforc.org//sighting/?id=178505,09/23/2023 05:30,Huntersville,NC,USA,Flash,3 individual bright flashes of light and a separate large orb of light.,,,
310,https://nuforc.org//sighting/?id=183118,09/22/2023 23:30,Louisburg,NC,USA,Orb,Update to this sighting filed earlier.,,Y,
311,https://nuforc.org//sighting/?id=178391,09/21/2023 19:14,hampton,NH,USA,Disk,"looked in the sky an armada of disks, I delta. somthing cam out of nothin I have photos.",,Y,
312,https://nuforc.org//sighting/?id=178405,09/21/2023 02:30,We were airborne heading East at 39000 feet,NE,USA,Light,Up to 4 UFO outside earths atmosphere,,,
313,https://nuforc.org//sighting/?id=178419,09/20/2023 12:57,Nashville,TN,USA,Disk,"I observed a stationary, dull metallic colored disk for approximately 25 seconds before it disappeared.",,Y,
314,https://nuforc.org//sighting/?id=178410,09/20/2023 03:07,Shasta lake,CA,USA,Unknown,Observed star like lights in the sky grow bright then disappear many times. Dozens would move in groups or individually.,,Y,
315,https://nuforc.org//sighting/?id=178368,09/18/2023 21:38,Yakima,WA,USA,Teardrop,"Flash of light behind the mountain, extremely bright object rose and hung in the sky and went out, disappeared but reappeared",,,
316,https://nuforc.org//sighting/?id=178316,09/17/2023 19:40,Fort Worth,TX,USA,Cigar,A cigar shaped craft moved over the south end of the runway of Naval Air Station Joint Reserve Base Fort Worth,,,
317,https://nuforc.org//sighting/?id=178345,09/16/2023 14:40,Alingsås,Västra Götaland County,Sweden,Orb,Near midair collision between tow plane and orb,,,
318,https://nuforc.org//sighting/?id=178347,09/16/2023 00:20,Aurora,CO,USA,Orb,Orb or disc hovering by Buckley AFB at night,,,
319,https://nuforc.org//sighting/?id=184188,09/15/2023 21:23,Cottage Grove,OR,USA,Triangle,"I looked to the northern sky and saw a silent, low flying, triangular shaped craft with no lights, flying directly overhead.",,,
320,https://nuforc.org//sighting/?id=178239,09/14/2023 23:55,Wheaton,IL,USA,Fireball,"While driving, a giant, bright neon green fireball/sphere shape w/irregular edges flew downward from the sky south to north",,,
321,https://nuforc.org//sighting/?id=178260,09/14/2023 12:14,Menasha,WI,USA,Circle,I was walking my dog and I seen it in the sky,,,
322,https://nuforc.org//sighting/?id=182560,09/14/2023 12:02,,UT,USA,Circle,Many orbs observed near our campsite for two consecutive nights. Have a short video of one orb,,,
323,https://nuforc.org//sighting/?id=178346,09/14/2023 04:30,Ocean City,NJ,USA,Circle,"Seen with PVS7 NV googles. High speed light (not satellite, meteor or star) travel Lind from ocean and disappearing above land.",,,
324,https://nuforc.org//sighting/?id=178471,09/13/2023 21:48,Peterborough,ON,Canada,Triangle,Black Triangle hovering silently with red and white lights.,,Y,
325,https://nuforc.org//sighting/?id=178440,09/13/2023 19:04,Pewaukee,WI,USA,Orb,Was driving in my neighborhood and saw an extraordinarily dark cloud above the setting sun and saw a bright object appear to drop fast,,Y,
326,https://nuforc.org//sighting/?id=178290,09/13/2023 18:45,Gatton,Queensland,Australia,Flash,Massive bright white flashing light as bright as led high beam lights zooming across sky.,,,
327,https://nuforc.org//sighting/?id=178349,09/13/2023 07:37,Wailuku,HI,USA,Circle,I was at the beach fishing,,Y,
328,https://nuforc.org//sighting/?id=178303,09/11/2023 23:03,Alexandria,VA,USA,Orb,"Sighting of orb moving quickly from earth to outside of the atmosphere (shooting further into space, not across the sky like a meteor).",,Y,
329,https://nuforc.org//sighting/?id=178276,09/10/2023 18:49,Bass Lake,IN,USA,Rectangle,"Object flew past our aircraft at 10,000 feet within 200 yards of our right wing.",,,
330,https://nuforc.org//sighting/?id=178693,09/09/2023 18:30,Edenton,NC,USA,Light,Bright white light traveling south to north,,,
331,https://nuforc.org//sighting/?id=178506,09/07/2023 23:00,Knoxville,NC,USA,Light,I saw a small light that looked like a star appear dim then go bright.,,,
332,https://nuforc.org//sighting/?id=178144,09/07/2023 21:15,Ellsworth,ME,USA,Orb,"2 adult men saw 2 bright objects, each appearing similar to but larger than full moon",,,
333,https://nuforc.org//sighting/?id=179375,09/07/2023 05:04,San Diego,CA,USA,Rectangle,Saw a rectangle shaped black craft moving southeast at about 30 miles an hour and 150 feet off the ground.,,Y,
334,https://nuforc.org//sighting/?id=178677,09/06/2023 21:44,Ocala,FL,USA,Light,"Saw a light in the sky move toward, follow and leave an Airplane that was crossing over head.",,Y,
335,https://nuforc.org//sighting/?id=178082,09/05/2023 06:30,Unsure,ME,USA,Unknown,The craft made no noise and disappeared after we looked away.,,,
336,https://nuforc.org//sighting/?id=178302,09/04/2023 20:54,Camp Hill,PA,USA,Circle,"We observed a saucer-shaped craft ascend from the horizon to the upper atmosphere in a fraction of a second, before separating",,Y,
337,https://nuforc.org//sighting/?id=178497,09/04/2023 02:20,Estes Park,CO,USA,Disk,"Large, disc shaped, brightly lit, silent craft hovered approximately 100' above our car.",,,
338,https://nuforc.org//sighting/?id=186678,09/04/2023 02:15,Laanecoorie,Victoria,Australia,Disk,"Domed disk hovered silently over lagoon, water missing next day.",,Y,
339,https://nuforc.org//sighting/?id=178234,09/03/2023 20:53,Jenner,CA,USA,Orb,saw 3 bright white orbs flying in a straight formation that looked like the center of Orions Belt,,,
340,https://nuforc.org//sighting/?id=177979,09/01/2023 22:33,West Alton,IL,USA,Orb,3 lights seen they moved closer then missing time,,,
341,https://nuforc.org//sighting/?id=178033,09/01/2023 22:26,Savannah,GA,USA,Formation,I was driving down bull St someone said to look up. I saw 4 lights in a square directly above my car.,,Y,
342,https://nuforc.org//sighting/?id=177965,09/01/2023 17:08,Chicago,IL,USA,Orb,Airline passenger observed non drone UAP upon landing approach to ORD Airport on 09/01/2023.,,,
343,https://nuforc.org//sighting/?id=177928,08/30/2023 03:30,St. Louis,MO,USA,Light,3 to 4 lights rotating around each other,,Y,
344,https://nuforc.org//sighting/?id=178163,08/29/2023 22:10,east meadow,NY,USA,Rectangle,"Object low flying N/W to S/E from Eisenhower Park, passed overhead",,,
345,https://nuforc.org//sighting/?id=178615,08/29/2023 03:30,,OR,USA,Unknown,"UFO appeared before me, flew almost directly over me, large red ""V"" on underside, felt wave as it passed, silent and moved off quickly",,,
346,https://nuforc.org//sighting/?id=177897,08/28/2023 21:31,Mt Pleasant,NC,USA,Disk,3 Disc shaped craft moving 10 times the speed of the plane i was watching already,,,
347,https://nuforc.org//sighting/?id=177931,08/27/2023 03:30,Colorado Springs,CO,USA,Other,Green fireball,,,
348,https://nuforc.org//sighting/?id=177810,08/26/2023 00:15,Richmond,VA,USA,Other,Report from ATC that 4 aircraft sighted UFO near Richmond VA at high altitude,,,
349,https://nuforc.org//sighting/?id=178882,08/25/2023 00:00,,Islamabad Capital Territory,Pakistan,Formation,Several groups of lights moving in orbiting formation and erratically changing altitude impossibly fast,,Y,
350,https://nuforc.org//sighting/?id=177867,08/23/2023 21:15,Cochise,AZ,USA,Disk,Slowly rotating disc-shaped object witnessed hovering at Apache Power Station 8/23/23 @ approx. 9:15 PM.,,,
351,https://nuforc.org//sighting/?id=178420,08/23/2023 12:00,Nelson,Caerphilly County Borough,United Kingdom,Cigar,Hovering above the field,,,
352,https://nuforc.org//sighting/?id=184388,08/23/2023 04:15,,OR,Canada,Unknown,"Marine layer 50 ft above the ocean, craft was hidden in clouds, dispersed 3 florescent blue pods into the water, approached our boat",,,
353,https://nuforc.org//sighting/?id=178299,08/22/2023 20:15,Abergavenny,Monmouthshire,United Kingdom,Cigar,Large metallic craft stationary with long grey windows across the center,,Y,
354,https://nuforc.org//sighting/?id=184846,08/20/2023 22:20,Perachori,,Greece,Circle,Spherical metallic Object descending in Greece/Ithaka,,,
355,https://nuforc.org//sighting/?id=177786,08/18/2023 23:00,Vacaville,CA,USA,Orb,Meteors don't slow down and make 90 degree turns,,,
356,https://nuforc.org//sighting/?id=177797,08/18/2023 21:34,Puyallup,WA,USA,Orb,Ball of light hover in the sky.,,Y,
357,https://nuforc.org//sighting/?id=177683,08/18/2023 04:30,West Lake Hills,TX,USA,Cylinder,"A yellow glowing cylinder with a dome on top, and ring of light around it. About the size of an ottoman.",,Y,
358,https://nuforc.org//sighting/?id=178737,08/17/2023 23:00,Alfaz del Pi,Alicante Province,Spain,Triangle,9 silent V shaped craft in a V formation,,,
359,https://nuforc.org//sighting/?id=177782,08/16/2023 00:00,Moab,UT,USA,Chevron,"Triangle shape, multiple points of light high rate of speed. Viewed twice, once north to south, then south to north",,,
360,https://nuforc.org//sighting/?id=184001,08/15/2023 23:00,Pouch Cove,NL,Canada,Circle,Circle with lights on bottom like this ( ) was right above the house,,,
361,https://nuforc.org//sighting/?id=177593,08/14/2023 20:55,Taos Canyon,NM,USA,Other,"An object in the shape of a vertical dorsal fin about 60' top to bottom, very fast with an extremely bright blue flame out the back.",,,
362,https://nuforc.org//sighting/?id=177592,08/14/2023 20:23,Portland,OR,USA,Unknown,F18 chasing an unidentified aircraft,,,
363,https://nuforc.org//sighting/?id=177602,08/13/2023 23:00,Springville,UT,USA,Triangle,Viewed stealth craft in night sky,,,Aircraft?
364,https://nuforc.org//sighting/?id=177596,08/13/2023 01:00,Glenwood,NM,USA,Orb,6 or more flying craft moving extremely fast and capable of changing direction quickly. Emitted weird light.,,,
365,https://nuforc.org//sighting/?id=177558,08/12/2023 22:10,Los Banos,CA,USA,Triangle,We were driving on Highway 152 near Los Banos at approximately 10 pm and saw a large triangular object that had 4 large lights.,,,
366,https://nuforc.org//sighting/?id=177674,08/12/2023 15:57,Billings,MT,USA,Circle,This object was caught on video in 30fps when filming at the Blue Angles air show.,,Y,
367,https://nuforc.org//sighting/?id=177541,08/11/2023 18:40,NW Austin,TX,USA,Cylinder,"On AA Flt 4244 ATX-ABQ, saw cylindrical object flying past my plane same level going opposite direction fast! No tail fin, wings.",,Y,
368,https://nuforc.org//sighting/?id=177447,08/10/2023 01:30,Hanksville,UT,USA,Other,We were driving up thru Aurora UT on State Route 24 when I noticed a round orange ball of light bouncing above the tops of the trees.,,,
369,https://nuforc.org//sighting/?id=177517,08/09/2023 23:56,Whiteland,IN,USA,Triangle,A large triangle with many lights flew close overhead as I was getting into my truck,,,
370,https://nuforc.org//sighting/?id=177539,08/09/2023 04:04,Dorotea,Västerbotten County,Sweden,Oval,We saw a ufo dart through the sky many times in about 15 minutes,,Y,
371,https://nuforc.org//sighting/?id=177427,08/08/2023 23:15,Abergele,Conwy County Borough,United Kingdom,Triangle,Three triangles in formation moving fast and silent.,,,
372,https://nuforc.org//sighting/?id=183641,08/08/2023 22:00,Elgin,TX,USA,Sphere,"20 or more blueish white orbs in groups of 4 ascended straight up into the sky,",,,
373,https://nuforc.org//sighting/?id=180618,08/08/2023 21:30,Brooklet,GA,USA,Triangle,Unknown craft hovered at treetop level above myself & a friend,,,
374,https://nuforc.org//sighting/?id=177531,08/08/2023 02:00,Bizerte,Tunis Governorate,Tunisia,Light,Multiple lights (6 seen) fading on and off (10s) forming multiple formations moving in all directions (not orbital) in stratosphere,,,
375,https://nuforc.org//sighting/?id=177409,08/07/2023 21:23,Upland,CA,USA,Formation,"Looking west an enormous, segmented, well lit green craft, flying low, centipede like, appeared bit by bit. Disappeared the same.",,,
376,https://nuforc.org//sighting/?id=177417,08/07/2023 18:00,Glace Bay,NS,Canada,Orb,"Came straight down , 10-12 foot in diameter, didn't make a sound , entered the water , no wind sound sound , no fuel smell",,,
377,https://nuforc.org//sighting/?id=177337,08/06/2023 21:15,Rocklin,CA,USA,Orb,Glowing orb followed by a flashing light and a dim orb off center of main orb.,,,
378,https://nuforc.org//sighting/?id=177471,08/06/2023 17:13,Madison,AL,USA,Rectangle,"40-50,000 ft heading 255-265 degrees for 4 minutes then sharp left turn to about 160 degrees",,,
379,https://nuforc.org//sighting/?id=177349,08/06/2023 12:21,Powhatan Point,OH,USA,Cylinder,Caught on security camera and phone.,,Y,
380,https://nuforc.org//sighting/?id=177618,08/05/2023 21:25,Auburndale,FL,USA,Orb,It was so bright as it got brighter it illuminated the neighborhood from a distance of over 3 football fields away.,,,
381,https://nuforc.org//sighting/?id=178648,08/04/2023 22:00,Stamford Texas,TX,USA,Oval,I seen a very large oval black craft emitting some sort of dark orange light around the upper rim of the craft,,,
382,https://nuforc.org//sighting/?id=177388,08/04/2023 21:40,Rocky River,OH,USA,Unknown,Saw object Friday night that would stop and go in different directions. Was flashing green and white and eventually flew away quickly.,,Y,
383,https://nuforc.org//sighting/?id=178746,08/03/2023 18:30,Mill Creek (Newport),NC,USA,Rectangle,I saw a large black rectangular object hovering in one spot for a few minutes and I saw it fly off into the woods.,,,
384,https://nuforc.org//sighting/?id=177621,08/02/2023 05:30,Palm Springs,FL,USA,Egg,"A bright white egg or circular object, about the size of a car, less than 1000 ft, shot across the sky, stopped, jumped to hyperspace",,,
385,https://nuforc.org//sighting/?id=180379,08/01/2023 16:00,,ID,USA,Disk,An extraordinary close encounter with a UFO in central Idaho in 1974.,,,
386,https://nuforc.org//sighting/?id=178053,07/31/2023 22:54,Mineral Bluff,GA,USA,Rectangle,Saw a square object with another one above it,,Y,
387,https://nuforc.org//sighting/?id=177426,07/30/2023 14:30,Millen,GA,USA,Sphere,Black sphere flying over Georgia,,,
388,https://nuforc.org//sighting/?id=177359,07/30/2023 09:30,Ann Arbor (Pittsfield),MI,USA,Orb,"Metallic orb, bowling ball or beach ball sized, and no visible props or motor, flying at approximately 35-40 mph",,,
389,https://nuforc.org//sighting/?id=185608,07/30/2023 02:00,Hardwick,VT,USA,Circle,Scared me. It was round in shape and was lit up all the way around. It hovered above the river.,,,
390,https://nuforc.org//sighting/?id=177085,07/29/2023 00:20,Worksop,Nottinghamshire,United Kingdom,Disk,Flying saucer with red lights.,,,
391,https://nuforc.org//sighting/?id=177268,07/29/2023 00:02,Kongens Lyngby,Capital Region of Denmark,Denmark,Cigar,Five cigar shaped craft in the sky,,,
392,https://nuforc.org//sighting/?id=178180,07/28/2023 21:00,Santa Barbara,CA,USA,Triangle,"Huge triangular ship ""glides"" overhead and disappears to the North. Clear video obtained.",,Y,
393,https://nuforc.org//sighting/?id=182053,07/27/2023 20:35,Pearl,MS,USA,Changing,Strange Craft Playing Hide and Seek with Military Craft,,,
394,https://nuforc.org//sighting/?id=180937,07/27/2023 20:35,Pearl,MS,USA,Changing,Strange craft playing hide and seek with military craft.,,,
395,https://nuforc.org//sighting/?id=178341,07/25/2023 23:00,Powell Junction,ID,USA,Chevron,“V” shaped craft with orange and red lights,,Y,
396,https://nuforc.org//sighting/?id=177081,07/25/2023 02:05,sacramento,CA,USA,Triangle,Silent-more of a slight gush of wind/ triangular object/maybe size of jet/maybe quarter of mile high??,,,
397,https://nuforc.org//sighting/?id=177013,07/24/2023 21:30,North Myrtle Beach,SC,USA,Light,Light that at first appeared as a satellite that instantly made a 120-deg turn & accelerated away,,,
398,https://nuforc.org//sighting/?id=177494,07/24/2023 09:45,Ouray,CO,USA,Oval,White silent oval 60 degrees above ground visible from the 3rd Floor,,,
399,https://nuforc.org//sighting/?id=176964,07/24/2023 01:30,Wetmore,MI,USA,Sphere,"Spherical object, varying heights and speeds, seemingly responsive to our presence.",,,
400,https://nuforc.org//sighting/?id=176902,07/23/2023 21:06,Limon,CO,USA,Light,A large yellow-green ball of light plummeting very fast and suddenly disappearing while still high in the sky,,,
401,https://nuforc.org//sighting/?id=176904,07/23/2023 21:00,Northfield,NH,USA,Cross,a T shaped cluster of blue/white lights hovering over I93,,,
402,https://nuforc.org//sighting/?id=178402,07/23/2023 02:15,North Battleford,SK,Canada,Cube,Something in the Sky east of North Battleford,,Y,
403,,,,,,,,,,
404,https://nuforc.org//sighting/?id=176890,07/22/2023 07:31,La Porte,TX,USA,Disk,Really close and hovering,,Y,
405,https://nuforc.org//sighting/?id=177037,07/20/2023 19:18,Salem,OR,USA,Cube,Saw flying rectangular metallic object then it vanished into thin air,,,
406,https://nuforc.org//sighting/?id=178691,07/18/2023 21:15,Farmington,NM,USA,Other,I saw a UFO for summer; a brief UFO visit,,Y,
407,https://nuforc.org//sighting/?id=176823,07/18/2023 03:15,Fredericksburg,VA,International Waters,Chevron,Was watching ISS live stream and these lights drew my attention,,Y,
408,https://nuforc.org//sighting/?id=177629,07/16/2023 22:00,Folsom,NM,USA,Rectangle,"Massive rectangular UFO/UAP, like a flying skyscraper that passes over our car and vanishes. It was unlike anything i could imagine",,Y,
409,https://nuforc.org//sighting/?id=176818,07/16/2023 21:03,Milwaukee,WI,USA,Fireball,Saw 2 balls of light close together. Flew off into distance. A 3rd one came 30 seconds later into the same direction,,Y,Chinese Lantern
410,https://nuforc.org//sighting/?id=177345,07/15/2023 23:30,Port Angeles,WA,USA,Orb,"We saw so many crafts flying through the sky, followed by sometimes completely creepy",,,
411,https://nuforc.org//sighting/?id=176855,07/15/2023 00:01,Shasta City,CA,USA,Light,"Large, BRIGHT ""bobbing"" light across sky disappeared behind? Mountain",,,
412,https://nuforc.org//sighting/?id=176782,07/13/2023 23:40,Portland,OR,USA,Unknown,"Sighted a series of bright lights of varying colors. Appeared to be over NE Portland, descending and moving from south to north",,,
413,https://nuforc.org//sighting/?id=178134,07/13/2023 11:00,Gilbert,AZ,USA,Sphere,Sphere the size of a smallish volleyball motionless in the hallway of my home,,,
414,https://nuforc.org//sighting/?id=176741,07/11/2023 22:00,Hubbardston,MI,USA,Orb,Small bluish orb followed by Army Blackhawk helicopter,,,
415,https://nuforc.org//sighting/?id=176686,07/10/2023 23:56,winchester,VA,USA,Oval,"While scanning the area below Alberio, I saw a flash and then a smoke ring.",,,
416,https://nuforc.org//sighting/?id=176695,07/10/2023 20:29,Defiance,MO,USA,Cigar,Witnessed a tic-tac/cigar shaped object while taking my dog out,,Y,
417,https://nuforc.org//sighting/?id=176841,07/10/2023 07:20,Lincoln,NE,USA,Egg,Silver object flying in a westward direction off in a distace.,,Y,
418,https://nuforc.org//sighting/?id=177123,07/09/2023 05:00,Oxnard,CA,USA,Circle,"Saw an airliner pass south going to LAX from SBA VORTAC. Then saw another object lower going NE towards SBA VORTAC, which is normal.",,,
419,https://nuforc.org//sighting/?id=176678,07/07/2023 21:30,Lincoln,CA,USA,Other,6 different 4 horizontal light objects leaving silo/bldg area 3 traveled N. & turning back descending 3 going S. slowly rising.,,,
420,https://nuforc.org//sighting/?id=176842,07/04/2023 23:00,cheshire,CT,USA,Disk,A charcoal gray saucer the size of a football field was above the trees right in front of me...it had 3 large lights/windows and,,,
421,https://nuforc.org//sighting/?id=176581,07/03/2023 22:10,Knoxville,TN,USA,Orb,"White strobe-like light moving at very high speed with instant acceleration and deceleration, with instant 90 degree turns.",,,
422,https://nuforc.org//sighting/?id=176639,07/03/2023 20:42,Phoenix,AZ,USA,Star,Starlike UFO drops a mysterious teardrop object before vanishing into thin air.,,Y,
423,https://nuforc.org//sighting/?id=176566,07/02/2023 21:45,Elizabethtown,PA,USA,Light,A short creature with big black shiny eyes ran from my shed back behind my car and then green lights flashed and it was gone.,,Y,
424,https://nuforc.org//sighting/?id=176539,07/01/2023 03:30,Approx. 2.5 NM off coast of Sloop Point,NJ,USA,Cube,Pulled alongside my boat. I was afraid I was going to hit it. Stayed about 20 feet and hovered just off surface.,,,
425,https://nuforc.org//sighting/?id=176675,06/29/2023 13:30,,,Kyrgyzstan,Other,We were flying westbound FL320. I saw a contact approaching our right (North) side. TCAS showed nothing. Passed close slightly higher,,Y,
426,https://nuforc.org//sighting/?id=176495,06/28/2023 03:48,"Fort Clark Springs, Brackettville",TX,USA,Circle,"It was round disc shape and had lights that flashed simultaneously around the edge of the craft in red, yellow, and white.",,Y,
427,https://nuforc.org//sighting/?id=176500,06/28/2023 00:47,Lamont,CA,USA,Chevron,Craft was flying around 200 ft off ground on the north side of highway 5,,,
428,https://nuforc.org//sighting/?id=178256,06/27/2023 07:05,Rapperswil,Canton of St. Gallen,Switzerland,Cylinder,There was a dark mass in the sky that never moved and disappeared suddenly.,,Y,
429,https://nuforc.org//sighting/?id=176449,06/25/2023 00:00,Austin,TX,USA,Changing,Bright orb with a beam of light shooting straight up out of it,,,
430,https://nuforc.org//sighting/?id=176548,06/23/2023 22:45,Wheat Ridge,CO,USA,Light,Very Bright Light with a Craft with Flashing Lights,,Y,
431,https://nuforc.org//sighting/?id=178751,06/23/2023 03:00,Savannah,GA,USA,Orb,Blue Orb Shot up Into the Sky,,,
432,https://nuforc.org//sighting/?id=176754,06/21/2023 22:55,,CA,USA,Other,Not starlink looked like a centipede swayed side to side,,Y,
433,https://nuforc.org//sighting/?id=176368,06/19/2023 21:03,Riverview,FL,USA,Fireball,Bright orange ethereal ball hovering above the street ascends up into the sky and flys east until it disappears into the distance,,,
434,https://nuforc.org//sighting/?id=176442,06/15/2023 04:30,Southaven- Walls,MS,USA,Triangle,Silent brightly lit triangle object,,,
435,https://nuforc.org//sighting/?id=176238,06/13/2023 22:57,Pleasant Lake,IN,USA,Rectangle,"Low, slow flying dark gray rectangle with flashing lights headed north east over I-69",,,
436,https://nuforc.org//sighting/?id=181674,06/13/2023 15:52,Newark,NJ,USA,Oval,"Saw ufo as we took off from Newark, i captured it in a Timelapse video. It was moving very quickly",,Y,Balloon?
437,https://nuforc.org//sighting/?id=176261,06/12/2023 22:20,Joshua Tree,CA,USA,Cigar,UAP seen less the 100ft off ground shaped like a cigar shaped harmonica,,,
438,https://nuforc.org//sighting/?id=176232,06/12/2023 16:30,Johnston,IA,USA,Triangle,Black equilateral triangle daytime,,,
439,https://nuforc.org//sighting/?id=179530,06/09/2023 13:00,Bridgeton,MO,USA,Other,Was watching jets test fly and witnessed a pill shaped Ufo,,Y,
440,https://nuforc.org//sighting/?id=176179,06/09/2023 10:00,Tucson,AZ,USA,Disk,Saw a ufo in the sky then saw orange light and sparkles on the other side of the mountain then walked right past 2 aliens.,,,
441,https://nuforc.org//sighting/?id=176122,06/06/2023 21:00,Ardmore,AL,USA,Cylinder,Hovering craft starts fire with laser,,,
442,https://nuforc.org//sighting/?id=178538,06/04/2023 20:22,Herndon,VA,USA,Orb,Saw a shiny orb following an airplane. I took a video,,Y,
443,https://nuforc.org//sighting/?id=179863,06/04/2023 12:34,Moses Lake,WA,USA,Disk,"I saw a silvery/white flat disk low over a field, which then disappeared",,,
444,https://nuforc.org//sighting/?id=176052,06/03/2023 10:00,Bad Axe,MI,USA,Disk,There was 2 Jets afterburner full blast overtaken by this craft the jets were throwing flares (6-7) the ufo sat in the sun to hide!,,,
445,https://nuforc.org//sighting/?id=176329,06/03/2023 10:00,BadAxe,MI,USA,Disk,F16s or f35s dogfighting a UAP,,,
446,https://nuforc.org//sighting/?id=176071,06/02/2023 10:02,Hubert,NC,USA,Triangle,Green triangle appeared out of nowhere then took the hell off.,,,
447,https://nuforc.org//sighting/?id=176081,06/01/2023 21:30,New Port Richey,FL,USA,Orb,"4 orange orbs recorded , silent, same direction",,Y,Chinese Lantern
448,https://nuforc.org//sighting/?id=176017,05/30/2023 22:27,Romeo,MI,USA,Triangle,Two extremely large triangle objects moving in the air from southwest to northeast,,,
